id,title,difficulty,related_topics,acceptance_rate,url,rating,asked_by_faang
1666,Change the Root of a Binary Tree,Medium,"Tree,Depth-first Search",68.5,https://leetcode.com/problems/change-the-root-of-a-binary-tree,28,1
1668,Maximum Repeating Substring,Easy,String,38.7,https://leetcode.com/problems/maximum-repeating-substring,77,0
1669,Merge In Between Linked Lists,Medium,Linked List,75.7,https://leetcode.com/problems/merge-in-between-linked-lists,85,0
1670,Design Front Middle Back Queue,Medium,"Linked List,Design,Dequeue",54.1,https://leetcode.com/problems/design-front-middle-back-queue,82,1
1671,Minimum Number of Removals to Make Mountain Array,Hard,Dynamic Programming,45.4,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array,98,0
1672,Richest Customer Wealth,Easy,Array,88.2,https://leetcode.com/problems/richest-customer-wealth,83,0
1673,Find the Most Competitive Subsequence,Medium,"Stack,Heap,Greedy,Queue",45.5,https://leetcode.com/problems/find-the-most-competitive-subsequence,95,1
1674,Minimum Moves to Make Array Complementary,Medium,Greedy,34.8,https://leetcode.com/problems/minimum-moves-to-make-array-complementary,88,0
1675,Minimize Deviation in Array,Hard,"Heap,Ordered Map",48.2,https://leetcode.com/problems/minimize-deviation-in-array,96,0
1676,Lowest Common Ancestor of a Binary Tree IV,Medium,"Tree,Depth-first Search",79.3,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv,98,1
1679,Max Number of K-Sum Pairs,Medium,Hash Table,53.9,https://leetcode.com/problems/max-number-of-k-sum-pairs,96,0
1680,Concatenation of Consecutive Binary Numbers,Medium,Math,52.3,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers,58,1
1681,Minimum Incompatibility,Hard,"Backtracking,Greedy",35.8,https://leetcode.com/problems/minimum-incompatibility,59,0
1682,Longest Palindromic Subsequence II,Medium,"String,Dynamic Programming",51.5,https://leetcode.com/problems/longest-palindromic-subsequence-ii,84,0
1684,Count the Number of Consistent Strings,Easy,String,81.9,https://leetcode.com/problems/count-the-number-of-consistent-strings,92,0
1686,Stone Game VI,Medium,Greedy,50.1,https://leetcode.com/problems/stone-game-vi,94,0
1687,Delivering Boxes from Storage to Ports,Hard,"Two Pointers,Dynamic Programming,Segment Tree,Dequeue",35.4,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports,91,0
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,Medium,Greedy,87.1,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers,51,0
1690,Stone Game VII,Medium,Dynamic Programming,49.0,https://leetcode.com/problems/stone-game-vii,75,0
1691,Maximum Height by Stacking Cuboids,Hard,"Dynamic Programming,Sort",50.2,https://leetcode.com/problems/maximum-height-by-stacking-cuboids,96,0
1692,Count Ways to Distribute Candies,Hard,Dynamic Programming,61.6,https://leetcode.com/problems/count-ways-to-distribute-candies,83,1
1694,Reformat Phone Number,Easy,String,65.4,https://leetcode.com/problems/reformat-phone-number,53,0
1695,Maximum Erasure Value,Medium,Two Pointers,49.4,https://leetcode.com/problems/maximum-erasure-value,97,0
1696,Jump Game VI,Medium,Dequeue,51.8,https://leetcode.com/problems/jump-game-vi,94,0
1697,Checking Existence of Edge Length Limited Paths,Hard,"Sort,Union Find",54.2,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths,98,1
1698,Number of Distinct Substrings in a String,Medium,"String,Trie,Rolling Hash,Suffix Array",60.8,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string,80,0
1700,Number of Students Unable to Eat Lunch,Easy,Array,67.8,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch,93,0
1701,Average Waiting Time,Medium,Array,61.3,https://leetcode.com/problems/average-waiting-time,90,0
1702,Maximum Binary String After Change,Medium,Greedy,59.5,https://leetcode.com/problems/maximum-binary-string-after-change,89,0
1703,Minimum Adjacent Swaps for K Consecutive Ones,Hard,Stack,40.1,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,97,0
1705,Maximum Number of Eaten Apples,Medium,"Heap,Greedy",41.8,https://leetcode.com/problems/maximum-number-of-eaten-apples,69,0
1706,Where Will the Ball Fall,Medium,Dynamic Programming,60.4,https://leetcode.com/problems/where-will-the-ball-fall,92,1
1707,Maximum XOR With an Element From Array,Hard,"Bit Manipulation,Trie",46.4,https://leetcode.com/problems/maximum-xor-with-an-element-from-array,95,1
1708,Largest Subarray Length K,Easy,"Array,Greedy",62.9,https://leetcode.com/problems/largest-subarray-length-k,38,1
1710,Maximum Units on a Truck,Easy,"Greedy,Sort",69.9,https://leetcode.com/problems/maximum-units-on-a-truck,93,1
1711,Count Good Meals,Medium,"Array,Hash Table,Two Pointers",26.2,https://leetcode.com/problems/count-good-meals,62,0
1712,Ways to Split Array Into Three Subarrays,Medium,"Two Pointers,Binary Search",29.3,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays,90,0
1713,Minimum Operations to Make a Subsequence,Hard,Greedy,45.6,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence,99,1
1716,Calculate Money in Leetcode Bank,Easy,"Math,Greedy",65.4,https://leetcode.com/problems/calculate-money-in-leetcode-bank,97,0
1717,Maximum Score From Removing Substrings,Medium,Greedy,40.8,https://leetcode.com/problems/maximum-score-from-removing-substrings,94,1
1718,Construct the Lexicographically Largest Valid Sequence,Medium,"Backtracking,Recursion",46.3,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence,93,0
1719,Number Of Ways To Reconstruct A Tree,Hard,"Tree,Graph",39.5,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree,58,0
1721,Swapping Nodes in a Linked List,Medium,Linked List,67.6,https://leetcode.com/problems/swapping-nodes-in-a-linked-list,93,1
1722,Minimize Hamming Distance After Swap Operations,Medium,"Greedy,Depth-first Search,Union Find",54.1,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations,97,1
1723,Find Minimum Time to Finish All Jobs,Hard,"Backtracking,Recursion",43.7,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs,95,1
1724,Checking Existence of Edge Length Limited Paths II,Hard,"Dynamic Programming,Union Find,Graph",58.0,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii,89,1
1725,Number Of Rectangles That Can Form The Largest Square,Easy,Greedy,78.0,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square,89,0
1726,Tuple with Same Product,Medium,"Array,Hash Table",56.7,https://leetcode.com/problems/tuple-with-same-product,95,1
1727,Largest Submatrix With Rearrangements,Medium,"Greedy,Sort",58.8,https://leetcode.com/problems/largest-submatrix-with-rearrangements,97,1
1728,Cat and Mouse II,Hard,Dynamic Programming,41.0,https://leetcode.com/problems/cat-and-mouse-ii,81,1
1730,Shortest Path to Get Food,Medium,"Depth-first Search,Breadth-first Search,Graph",56.4,https://leetcode.com/problems/shortest-path-to-get-food,95,0
1733,Minimum Number of People to Teach,Medium,"Array,Greedy",37.6,https://leetcode.com/problems/minimum-number-of-people-to-teach,26,0
1734,Decode XORed Permutation,Medium,Bit Manipulation,54.0,https://leetcode.com/problems/decode-xored-permutation,97,1
1735,Count Ways to Make Array With Product,Hard,Math,47.9,https://leetcode.com/problems/count-ways-to-make-array-with-product,82,1
1736,Latest Time by Replacing Hidden Digits,Easy,"String,Greedy",41.3,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits,63,1
1737,Change Minimum Characters to Satisfy One of Three Conditions,Medium,"String,Greedy",29.9,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions,43,1
1738,Find Kth Largest XOR Coordinate Value,Medium,Array,62.4,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value,86,1
1739,Building Boxes,Hard,"Math,Binary Search",49.6,https://leetcode.com/problems/building-boxes,86,0
1740,Find Distance in a Binary Tree,Medium,"Tree,Depth-first Search,Breadth-first Search",68.0,https://leetcode.com/problems/find-distance-in-a-binary-tree,91,1
1742,Maximum Number of Balls in a Box,Easy,Array,73.8,https://leetcode.com/problems/maximum-number-of-balls-in-a-box,86,0
1743,Restore the Array From Adjacent Pairs,Medium,Greedy,63.1,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs,98,0
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,Medium,Math,30.5,https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day,24,0
1745,Palindrome Partitioning IV,Hard,"String,Dynamic Programming",49.5,https://leetcode.com/problems/palindrome-partitioning-iv,98,0
1746,Maximum Subarray Sum After One Operation,Medium,Dynamic Programming,62.1,https://leetcode.com/problems/maximum-subarray-sum-after-one-operation,100,0
1748,Sum of Unique Elements,Easy,"Array,Hash Table",75.0,https://leetcode.com/problems/sum-of-unique-elements,96,1
1750,Minimum Length of String After Deleting Similar Ends,Medium,Two Pointers,42.4,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends,92,1
1751,Maximum Number of Events That Can Be Attended II,Hard,"Binary Search,Dynamic Programming",48.1,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii,98,1
1752,Check if Array Is Sorted and Rotated,Easy,Array,61.3,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated,85,0
1753,Maximum Score From Removing Stones,Medium,"Math,Heap",61.6,https://leetcode.com/problems/maximum-score-from-removing-stones,90,1
1754,Largest Merge Of Two Strings,Medium,"Greedy,Suffix Array",40.7,https://leetcode.com/problems/largest-merge-of-two-strings,83,0
1755,Closest Subsequence Sum,Hard,"Divide and Conquer,Meet in the Middle",35.7,https://leetcode.com/problems/closest-subsequence-sum,82,0
1756,Design Most Recently Used Queue,Medium,"Array,Design,Dequeue",77.9,https://leetcode.com/problems/design-most-recently-used-queue,98,1
1758,Minimum Changes To Make Alternating Binary String,Easy,"Array,Greedy",58.3,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string,96,0
1759,Count Number of Homogenous Substrings,Medium,"String,Greedy",42.5,https://leetcode.com/problems/count-number-of-homogenous-substrings,90,0
1760,Minimum Limit of Balls in a Bag,Medium,"Binary Search,Heap",52.7,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag,95,0
1761,Minimum Degree of a Connected Trio in a Graph,Hard,Graph,37.5,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph,36,1
1762,Buildings With an Ocean View,Medium,Greedy,80.7,https://leetcode.com/problems/buildings-with-an-ocean-view,84,1
1763,Longest Nice Substring,Easy,String,61.5,https://leetcode.com/problems/longest-nice-substring,50,0
1764,Form Array by Concatenating Subarrays of Another Array,Medium,"Array,Greedy",54.7,https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array,86,1
1765,Map of Highest Peak,Medium,"Breadth-first Search,Graph",55.2,https://leetcode.com/problems/map-of-highest-peak,92,1
1766,Tree of Coprimes,Hard,"Math,Tree,Depth-first Search,Breadth-first Search",36.7,https://leetcode.com/problems/tree-of-coprimes,94,1
1768,Merge Strings Alternately,Easy,String,75.8,https://leetcode.com/problems/merge-strings-alternately,98,0
1769,Minimum Number of Operations to Move All Balls to Each Box,Medium,"Array,Greedy",87.0,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box,94,1
1770,Maximum Score from Performing Multiplication Operations,Medium,Dynamic Programming,29.5,https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations,77,1
1771,Maximize Palindrome Length From Subsequences,Hard,Dynamic Programming,34.1,https://leetcode.com/problems/maximize-palindrome-length-from-subsequences,97,0
1772,Sort Features by Popularity,Medium,"Hash Table,Sort",64.9,https://leetcode.com/problems/sort-features-by-popularity,56,1
1773,Count Items Matching a Rule,Easy,"Array,String",85.2,https://leetcode.com/problems/count-items-matching-a-rule,86,1
1774,Closest Dessert Cost,Medium,Greedy,58.3,https://leetcode.com/problems/closest-dessert-cost,88,1
1775,Equal Sum Arrays With Minimum Number of Operations,Medium,Greedy,50.6,https://leetcode.com/problems/equal-sum-arrays-with-minimum-number-of-operations,98,0
1776,Car Fleet II,Hard,Math,46.5,https://leetcode.com/problems/car-fleet-ii,98,1
1778,Shortest Path in a Hidden Grid,Medium,"Depth-first Search,Breadth-first Search,Graph",46.2,https://leetcode.com/problems/shortest-path-in-a-hidden-grid,64,1
1779,Find Nearest Point That Has the Same X or Y Coordinate,Easy,Array,67.5,https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate,83,1
1780,Check if Number is a Sum of Powers of Three,Medium,"Math,Backtracking,Recursion",63.4,https://leetcode.com/problems/check-if-number-is-a-sum-of-powers-of-three,96,0
1781,Sum of Beauty of All Substrings,Medium,"Hash Table,String",57.8,https://leetcode.com/problems/sum-of-beauty-of-all-substrings,69,1
1782,Count Pairs Of Nodes,Hard,Graph,32.4,https://leetcode.com/problems/count-pairs-of-nodes,57,1
1784,Check if Binary String Has at Most One Segment of Ones,Easy,Greedy,41.6,https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones,26,0
1785,Minimum Elements to Add to Form a Given Sum,Medium,Greedy,39.3,https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum,50,0
1786,Number of Restricted Paths From First to Last Node,Medium,"Dynamic Programming,Graph",35.8,https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node,84,1
1787,Make the XOR of All Segments Equal to Zero,Hard,Dynamic Programming,36.6,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero,96,0
1788,Maximize the Beauty of the Garden,Hard,Greedy,69.9,https://leetcode.com/problems/maximize-the-beauty-of-the-garden,82,1
1790,Check if One String Swap Can Make Strings Equal,Easy,String,60.8,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal,95,1
1791,Find Center of Star Graph,Medium,Graph,84.8,https://leetcode.com/problems/find-center-of-star-graph,27,0
1792,Maximum Average Pass Ratio,Medium,Heap,56.3,https://leetcode.com/problems/maximum-average-pass-ratio,86,1
1793,Maximum Score of a Good Subarray,Hard,Greedy,46.2,https://leetcode.com/problems/maximum-score-of-a-good-subarray,94,1
1794,Count Pairs of Equal Substrings With Minimum Difference,Medium,"String,Greedy",68.2,https://leetcode.com/problems/count-pairs-of-equal-substrings-with-minimum-difference,40,1
1796,Second Largest Digit in a String,Easy,String,48.1,https://leetcode.com/problems/second-largest-digit-in-a-string,64,0
1797,Design Authentication Manager,Medium,"Hash Table,Design",48.1,https://leetcode.com/problems/design-authentication-manager,81,0
1798,Maximum Number of Consecutive Values You Can Make,Medium,Greedy,43.9,https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make,91,0
1799,Maximize Score After N Operations,Hard,"Dynamic Programming,Backtracking,Recursion",50.4,https://leetcode.com/problems/maximize-score-after-n-operations,95,1
1800,Maximum Ascending Subarray Sum,Easy,Two Pointers,65.7,https://leetcode.com/problems/maximum-ascending-subarray-sum,98,0
1801,Number of Orders in the Backlog,Medium,"Heap,Greedy",43.6,https://leetcode.com/problems/number-of-orders-in-the-backlog,42,0
1802,Maximum Value at a Given Index in a Bounded Array,Medium,"Binary Search,Greedy",27.7,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array,86,0
1803,Count Pairs With XOR in a Range,Hard,Trie,43.1,https://leetcode.com/problems/count-pairs-with-xor-in-a-range,94,0
1806,Minimum Number of Operations to Reinitialize a Permutation,Medium,"Array,Greedy",70.3,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation,60,1
1807,Evaluate the Bracket Pairs of a String,Medium,"Hash Table,String",67.5,https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string,88,1
